Customer_ID,Customer_Name,Gender,City,State,Quantity,Unit_Price,Discount_%,Total_Amount,Product_Category,Product_Name,Brand
CUST1262,Amit,Male,Ahmedabad,Gujarat,5,454,15,1929.5,Clothing,Shirt,Snitch
CUST1263,Pooja,Female,Chennai,Tamil Nadu,16,683,5,10381.6,Accessories,Watch,Fossil
CUST1264,Sanjay,Male,Bengaluru,Karnataka,19,870,24,12562.8,Clothing,Kurti,H&M
CUST1265,Priya,Female,Mumbai,Maharashtra,4,287,23,883.96,Accessories,Cap,Titan
CUST1266,Neha,Female,Pune,Maharashtra,3,784,13,2046.24,Electronics,Bluetooth Speaker,Noise
CUST1267,Divya,Female,Jaipur,Rajasthan,17,389,26,4893.62,Clothing,Kurti,Zara
CUST1268,Manoj,Male,Ahmedabad,Gujarat,17,144,23,1884.96,Accessories,Sunglasses,Titan
CUST1269,Rahul,Male,Kolkata,West Bengal,12,672,7,7499.52,Footwear,Loafers,Adidas
CUST1270,Pooja,Female,Pune,Maharashtra,14,182,28,1834.56,Electronics,Power Bank,Realme
CUST1271,Vijay,Male,Jaipur,Rajasthan,6,222,6,1252.08,Electronics,Bluetooth Speaker,Noise
CUST1272,Meera,Female,Bengaluru,Karnataka,3,457,7,1275.03,Clothing,Jeans,Levis
CUST1273,Karthik,Male,Jaipur,Rajasthan,9,627,12,4965.84,Electronics,Smartwatch,Boat
CUST1274,Rahul,Male,Pune,Maharashtra,5,165,5,783.75,Beauty,Shampoo,Nivea
CUST1275,Lakshmi,Female,Mumbai,Maharashtra,17,756,17,10667.16,Clothing,Shirt,Snitch
CUST1276,Arun,Male,Kolkata,West Bengal,14,474,1,6569.64,Clothing,Kurti,H&M
CUST1277,Arun,Male,Pune,Maharashtra,3,261,7,728.19,Footwear,Sneakers,Adidas
CUST1278,Neha,Female,Kolkata,West Bengal,1,845,10,760.5,Electronics,Earbuds,Realme
CUST1279,Priya,Female,Jaipur,Rajasthan,1,479,0,479,Electronics,Earbuds,Realme
CUST1280,Divya,Female,Ahmedabad,Gujarat,3,755,21,1789.35,Electronics,Smartwatch,OnePlus
CUST1281,Deepak,Male,Bengaluru,Karnataka,18,457,28,5922.72,Beauty,Face Cream,Nivea
CUST1282,Priya,Female,Mumbai,Maharashtra,10,287,5,2726.5,Accessories,Cap,Boat
CUST1283,Lakshmi,Female,Chennai,Tamil Nadu,3,421,15,1073.55,Footwear,Sneakers,Puma
CUST1284,Radhika,Female,Kolkata,West Bengal,8,549,26,3250.08,Accessories,Sunglasses,RayBan
CUST1285,Lakshmi,Female,Mumbai,Maharashtra,14,573,19,6497.82,Accessories,Belt,RayBan
CUST1286,Naveen,Male,Chennai,Tamil Nadu,18,112,11,1794.24,Accessories,Cap,Boat
CUST1287,Priya,Female,Bengaluru,Karnataka,15,283,10,3820.5,Electronics,Earbuds,Realme
CUST1288,Manoj,Male,Ahmedabad,Gujarat,2,210,28,302.4,Footwear,Sandals,Adidas
CUST1289,Manoj,Male,Lucknow,Uttar Pradesh,10,607,26,4491.8,Beauty,Face Cream,Loreal
CUST1290,Vijay,Male,Mumbai,Maharashtra,2,389,28,560.16,Accessories,Sunglasses,Boat
CUST1291,Karthik,Male,Pune,Maharashtra,null,394,9,null,Footwear,Loafers,Bata
CUST1292,Rahul,Male,Ahmedabad,Gujarat,8,550,2,4312,Accessories,Watch,Fossil
CUST1293,Vijay,Male,Mumbai,Maharashtra,1,314,12,276.32,Electronics,Smartwatch,Boat
CUST1294,Manoj,Male,Pune,Maharashtra,9,731,26,4868.46,Electronics,Bluetooth Speaker,Realme
CUST1295,Lakshmi,Female,Bengaluru,Karnataka,11,993,2,10704.54,Clothing,Hoodie,Snitch
CUST1296,Sanjay,Male,Kolkata,West Bengal,16,666,14,9164.16,Clothing,Jeans,H&M
CUST1297,Priya,Female,Bengaluru,Karnataka,7,126,15,749.7,Beauty,Face Cream,Lakme
CUST1298,Naveen,Male,Lucknow,Uttar Pradesh,10,729,28,5248.8,Beauty,Perfume,Nivea
CUST1299,Meera,Female,Jaipur,Rajasthan,3,832,12,2196.48,Beauty,Face Cream,Lakme
CUST1300,Anita,Female,Delhi,Delhi,18,330,16,4989.6,Accessories,Belt,Fossil
CUST1301,Deepak,Male,Pune,Maharashtra,13,664,2,8459.36,Footwear,Sandals,Bata
CUST1302,Naveen,Male,Ahmedabad,Gujarat,7,906,19,5137.02,Electronics,Smartwatch,Boat
CUST1303,Ravi,Male,Kolkata,West Bengal,4,420,10,1512,Footwear,Running Shoes,Puma
CUST1304,Sangeeta,Female,Delhi,Delhi,13,332,26,3193.84,Accessories,Cap,Fossil
CUST1305,Neha,Female,Mumbai,Maharashtra,1,769,20,615.2,Beauty,Perfume,Mamaearth
CUST1306,Arun,Male,Chennai,Tamil Nadu,8,536,18,3516.16,Beauty,Face Cream,Loreal
CUST1307,Neha,Female,Hyderabad,Telangana,14,880,21,9732.8,Footwear,Loafers,Bata
CUST1308,Pooja,Female,Hyderabad,Telangana,16,632,10,9100.8,Clothing,Jeans,Snitch
CUST1309,Pooja,Female,Bengaluru,Karnataka,14,502,29,4989.88,Electronics,Earbuds,Realme
CUST1310,Karthik,Male,Bengaluru,Karnataka,12,152,27,1331.52,Electronics,Power Bank,OnePlus
CUST1311,Divya,Female,Ahmedabad,Gujarat,19,886,15,14308.9,Accessories,Watch,Boat
CUST1312,Neha,Female,Bengaluru,Karnataka,15,412,20,4944,Footwear,Sandals,Nike
CUST1313,Vijay,Male,Chennai,Tamil Nadu,2,380,2,744.8,Clothing,Jeans,Levis
CUST1314,Pooja,Female,Jaipur,Rajasthan,2,825,21,1303.5,Electronics,Bluetooth Speaker,Realme
CUST1315,Amit,Male,Kolkata,West Bengal,19,130,5,2346.5,Electronics,Smartwatch,Noise
CUST1316,Sanjay,Male,Lucknow,Uttar Pradesh,17,436,13,6448.44,Accessories,Watch,Fossil
CUST1317,Radhika,Female,Ahmedabad,Gujarat,10,282,23,2171.4,Accessories,Sunglasses,Titan
CUST1318,Rahul,Male,Hyderabad,Telangana,6,122,17,607.56,Electronics,Power Bank,Realme
CUST1319,Meera,Female,Mumbai,Maharashtra,15,643,16,8101.8,Footwear,Loafers,Puma
CUST1320,Priya,Female,Chennai,Tamil Nadu,11,545,3,5815.15,Clothing,Kurti,Zara
CUST1321,Sanjay,Male,Mumbai,Maharashtra,5,173,22,674.7,Accessories,Belt,Boat
CUST1322,Pooja,Female,Ahmedabad,Gujarat,1,109,14,93.74,Beauty,Shampoo,Nivea
CUST1323,Priya,Female,Ahmedabad,Gujarat,8,583,10,4197.6,Accessories,Cap,Boat
CUST1324,Arun,Male,Bengaluru,Karnataka,12,555,25,4995,Clothing,T-Shirt,Levis
CUST1325,Lakshmi,Female,Jaipur,Rajasthan,12,665,2,7820.4,Footwear,Loafers,Adidas
CUST1326,Radhika,Female,Chennai,Tamil Nadu,5,663,2,3248.7,Accessories,Cap,Boat
CUST1327,Anita,Female,Lucknow,Uttar Pradesh,7,759,15,4516.05,Accessories,Belt,Fossil
CUST1328,Ravi,Male,Pune,Maharashtra,4,259,4,994.56,Beauty,Face Cream,Loreal
CUST1329,Kavya,Female,Kolkata,West Bengal,6,981,20,4708.8,Accessories,Cap,Boat
CUST1330,Sangeeta,Female,Ahmedabad,Gujarat,13,113,28,1057.68,Accessories,Cap,Boat
CUST1331,Priya,Female,Jaipur,Rajasthan,15,277,9,3781.05,Beauty,Face Cream,Mamaearth
CUST1332,Priya,Female,Mumbai,Maharashtra,3,511,18,1257.06,Footwear,Running Shoes,Bata
CUST1333,Arun,Male,Delhi,Delhi,8,977,24,5940.16,Beauty,Shampoo,Lakme
CUST1334,Radhika,Female,Chennai,Tamil Nadu,16,152,3,2359.04,Clothing,Kurti,Snitch
CUST1335,Kavya,Female,Mumbai,Maharashtra,13,507,28,4745.52,Clothing,T-Shirt,Snitch
CUST1336,Divya,Female,Kolkata,West Bengal,18,946,28,12260.16,Beauty,Shampoo,Loreal
CUST1337,Priya,Female,Mumbai,Maharashtra,10,121,18,992.2,Footwear,Sneakers,Nike
CUST1338,Lakshmi,Female,Kolkata,West Bengal,19,129,10,2205.9,Electronics,Bluetooth Speaker,Realme
CUST1339,Karthik,Male,Mumbai,Maharashtra,17,802,1,13497.66,Footwear,Sneakers,Puma
CUST1340,Vijay,Male,Chennai,Tamil Nadu,19,359,9,6207.11,Beauty,Face Cream,Nivea
CUST1341,Sangeeta,Female,Mumbai,Maharashtra,5,304,28,1094.4,Footwear,Running Shoes,Bata
CUST1342,Kavya,Female,Pune,Maharashtra,9,158,10,1279.8,Beauty,Shampoo,Lakme
CUST1343,Arun,Male,Delhi,Delhi,12,570,24,5198.4,Electronics,Earbuds,Boat
CUST1344,Vijay,Male,Chennai,Tamil Nadu,1,875,19,708.75,Accessories,Watch,Boat
CUST1345,Neha,Female,Pune,Maharashtra,1,565,15,480.25,Electronics,Earbuds,Noise
CUST1346,Kavya,Female,Mumbai,Maharashtra,15,111,18,1365.3,Accessories,Belt,RayBan
CUST1347,Priya,Female,Ahmedabad,Gujarat,2,730,22,1138.8,Clothing,Jeans,Zara
CUST1348,Anita,Female,Chennai,Tamil Nadu,16,389,23,4792.48,Electronics,Power Bank,Noise
CUST1349,Meera,Female,Mumbai,Maharashtra,8,949,10,6832.8,Clothing,Jeans,Zara
CUST1350,Radhika,Female,Delhi,Delhi,13,859,13,9715.29,Accessories,Sunglasses,Fossil
CUST1351,Karthik,Male,Lucknow,Uttar Pradesh,1,453,1,448.47,Electronics,Bluetooth Speaker,Realme
CUST1352,Vijay,Male,Jaipur,Rajasthan,16,738,22,9210.24,Clothing,T-Shirt,H&M
CUST1353,Priya,Female,Jaipur,Rajasthan,7,174,27,889.14,Clothing,Shirt,H&M
CUST1354,Rahul,Male,Lucknow,Uttar Pradesh,5,972,4,4665.6,Clothing,Jeans,Levis
CUST1355,Radhika,Female,Kolkata,West Bengal,3,815,26,1809.3,Beauty,Hair Oil,Loreal
CUST1356,Sanjay,Male,Lucknow,Uttar Pradesh,12,660,4,7603.2,Electronics,Bluetooth Speaker,Noise
CUST1357,Meera,Female,Jaipur,Rajasthan,16,690,18,9052.8,Accessories,Cap,Fossil
CUST1358,Amit,Male,Bengaluru,Karnataka,19,540,20,8208,Clothing,Hoodie,Snitch
CUST1359,Meera,Female,Pune,Maharashtra,5,340,11,1513,Clothing,Kurti,Levis
CUST1360,Sangeeta,Female,Ahmedabad,Gujarat,14,960,17,11155.2,Clothing,Shirt,H&M
CUST1361,Divya,Female,Lucknow,Uttar Pradesh,5,253,3,1227.05,Accessories,Belt,Fossil
CUST1362,Sanjay,Male,Lucknow,Uttar Pradesh,15,885,21,10487.25,Clothing,Jeans,Snitch
CUST1363,Deepak,Male,Chennai,Tamil Nadu,17,195,16,2784.6,Accessories,Sunglasses,Boat
CUST1364,Priya,Female,Delhi,Delhi,14,825,9,10510.5,Accessories,Belt,Fossil
CUST1365,Arun,Male,Delhi,Delhi,5,393,19,1591.65,Electronics,Earbuds,Realme
CUST1366,Anita,Female,Ahmedabad,Gujarat,12,308,5,3511.2,Beauty,Perfume,Nivea
CUST1367,Sangeeta,Female,Lucknow,Uttar Pradesh,16,442,24,5374.72,Footwear,Loafers,Nike
CUST1368,Divya,Female,Kolkata,West Bengal,16,187,13,2603.04,Beauty,Face Cream,Loreal
CUST1369,Neha,Female,Bengaluru,Karnataka,7,917,10,5777.1,Electronics,Bluetooth Speaker,Realme
CUST1370,Naveen,Male,Lucknow,Uttar Pradesh,4,875,10,3150,Accessories,Belt,RayBan
CUST1371,Meera,Female,Ahmedabad,Gujarat,1,489,28,352.08,Accessories,Watch,Fossil
CUST1372,Rahul,Male,Delhi,Delhi,5,424,17,1759.6,Beauty,Perfume,Loreal
CUST1373,Neha,Female,Delhi,Delhi,10,988,26,7311.2,Accessories,Belt,Boat
CUST1374,Vijay,Male,Bengaluru,Karnataka,5,931,22,3630.9,Footwear,Sandals,Puma
CUST1375,Sanjay,Male,Jaipur,Rajasthan,4,256,21,808.96,Footwear,Sneakers,Adidas
CUST1376,Karthik,Male,Bengaluru,Karnataka,2,767,17,1273.22,Beauty,Perfume,Mamaearth
CUST1377,Priya,Female,Lucknow,Uttar Pradesh,10,750,23,5775,Accessories,Cap,Titan
CUST1378,Ravi,Male,Jaipur,Rajasthan,19,732,22,10848.24,Accessories,Watch,Fossil
CUST1379,Vijay,Male,Jaipur,Rajasthan,1,676,10,608.4,Beauty,Perfume,Loreal
CUST1380,Vijay,Male,Bengaluru,Karnataka,5,718,20,2872,Clothing,Shirt,Zara
CUST1381,Meera,Female,Jaipur,Rajasthan,13,758,11,8770.06,Accessories,Watch,Fossil
CUST1382,Naveen,Male,Pune,Maharashtra,4,236,4,906.24,Footwear,Running Shoes,Nike
CUST1383,Neha,Female,Chennai,Tamil Nadu,16,773,22,9647.04,Electronics,Smartwatch,OnePlus
CUST1384,Priya,Female,Kolkata,West Bengal,16,527,8,7757.44,Accessories,Watch,Boat
CUST1385,Rahul,Male,Ahmedabad,Gujarat,2,551,26,815.48,Electronics,Bluetooth Speaker,Realme
CUST1386,Rahul,Male,Chennai,Tamil Nadu,17,711,24,9186.12,Electronics,Power Bank,Realme
CUST1387,Vijay,Male,Pune,Maharashtra,12,949,8,10476.96,Footwear,Sandals,Puma
CUST1388,Sangeeta,Female,Mumbai,Maharashtra,18,918,21,13053.96,Footwear,Sneakers,Puma
CUST1389,Manoj,Male,Chennai,Tamil Nadu,3,240,9,655.2,Footwear,Running Shoes,Nike
CUST1390,Karthik,Male,Bengaluru,Karnataka,1,182,21,143.78,Accessories,Cap,Boat
CUST1391,Karthik,Male,Kolkata,West Bengal,1,276,18,226.32,Accessories,Watch,Titan
CUST1392,Sanjay,Male,Ahmedabad,Gujarat,19,297,0,5643,Accessories,Belt,RayBan
CUST1393,Divya,Female,Delhi,Delhi,11,723,6,7475.82,Clothing,T-Shirt,H&M
CUST1394,Deepak,Male,Pune,Maharashtra,5,667,3,3234.95,Electronics,Smartwatch,OnePlus
CUST1395,Manoj,Male,Ahmedabad,Gujarat,12,790,0,9480,Accessories,Watch,Boat
CUST1396,Kavya,Female,Bengaluru,Karnataka,3,520,14,1341.6,Footwear,Sandals,Adidas
CUST1397,Pooja,Female,Delhi,Delhi,1,500,7,465,Clothing,Hoodie,Zara
CUST1398,Karthik,Male,Mumbai,Maharashtra,1,797,11,709.33,Electronics,Bluetooth Speaker,Noise
CUST1399,Priya,Female,Jaipur,Rajasthan,8,570,21,3602.4,Accessories,Cap,Fossil
CUST1400,Anita,Female,Mumbai,Maharashtra,10,317,21,2504.3,Accessories,Watch,RayBan
CUST1401,Naveen,Male,Kolkata,West Bengal,11,927,17,8463.51,Accessories,Belt,Boat
CUST1402,Karthik,Male,Jaipur,Rajasthan,12,828,14,8544.96,Electronics,Smartwatch,OnePlus
CUST1403,Divya,Female,Mumbai,Maharashtra,13,731,16,7982.52,Accessories,Belt,Boat
CUST1404,Divya,Female,Hyderabad,Telangana,12,274,28,2367.36,Accessories,Sunglasses,Titan
CUST1405,Sangeeta,Female,Chennai,Tamil Nadu,14,122,13,1485.96,Clothing,Kurti,Levis
CUST1406,Kavya,Female,Delhi,Delhi,2,824,13,1433.76,Clothing,Hoodie,H&M
CUST1407,Rahul,Male,Mumbai,Maharashtra,19,334,17,5267.18,Accessories,Sunglasses,Titan
CUST1408,Ravi,Male,Chennai,Tamil Nadu,18,112,19,1632.96,Electronics,Bluetooth Speaker,OnePlus
CUST1409,Deepak,Male,Ahmedabad,Gujarat,3,200,17,498,Accessories,Watch,Boat
CUST1410,Naveen,Male,Mumbai,Maharashtra,17,635,15,9175.75,Beauty,Perfume,Lakme
CUST1411,Vijay,Male,Kolkata,West Bengal,8,975,0,7800,Accessories,Cap,Boat
CUST1412,Sangeeta,Female,Jaipur,Rajasthan,10,622,22,4851.6,Accessories,Watch,Titan
CUST1413,Divya,Female,Bengaluru,Karnataka,2,884,26,1308.32,Beauty,Shampoo,Mamaearth
CUST1414,Divya,Female,Lucknow,Uttar Pradesh,19,551,10,9422.1,Accessories,Belt,Titan
CUST1415,Arun,Male,Bengaluru,Karnataka,9,530,14,4102.2,Clothing,T-Shirt,Levis
CUST1416,Ravi,Male,Pune,Maharashtra,7,892,11,5557.16,Footwear,Loafers,Adidas
CUST1417,Priya,Female,Kolkata,West Bengal,4,705,7,2622.6,Beauty,Hair Oil,Nivea
CUST1418,Sanjay,Male,Hyderabad,Telangana,18,812,21,11546.64,Footwear,Running Shoes,Adidas
CUST1419,Sanjay,Male,Hyderabad,Telangana,13,632,19,6654.96,Accessories,Sunglasses,Fossil
CUST1420,Vijay,Male,Delhi,Delhi,11,951,29,7427.31,Clothing,Kurti,Zara
CUST1421,Sanjay,Male,Pune,Maharashtra,4,822,5,3123.6,Accessories,Sunglasses,Fossil
CUST1422,Naveen,Male,Mumbai,Maharashtra,4,751,2,2943.92,Clothing,Shirt,H&M
CUST1423,Pooja,Female,Bengaluru,Karnataka,10,392,27,2861.6,Beauty,Hair Oil,Nivea
CUST1424,Sanjay,Male,Delhi,Delhi,5,909,23,3499.65,Accessories,Watch,RayBan
CUST1425,Rahul,Male,Jaipur,Rajasthan,9,200,25,1350,Electronics,Bluetooth Speaker,Noise
CUST1426,Sanjay,Male,Kolkata,West Bengal,3,601,29,1280.13,Electronics,Bluetooth Speaker,Noise
CUST1427,Amit,Male,Delhi,Delhi,17,403,12,6028.88,Clothing,Kurti,Levis
CUST1428,Arun,Male,Bengaluru,Karnataka,3,970,12,2560.8,Accessories,Belt,Fossil
CUST1429,Manoj,Male,Jaipur,Rajasthan,16,639,1,10121.76,Footwear,Running Shoes,Puma
CUST1430,Sangeeta,Female,Mumbai,Maharashtra,4,652,4,2503.68,Accessories,Cap,Boat
CUST1431,Radhika,Female,Mumbai,Maharashtra,18,454,16,6864.48,Beauty,Shampoo,Mamaearth
CUST1432,Pooja,Female,Delhi,Delhi,17,402,5,6492.3,Beauty,Hair Oil,Nivea
CUST1433,Sangeeta,Female,Delhi,Delhi,7,595,1,4123.35,Footwear,Running Shoes,Puma
CUST1434,Karthik,Male,Ahmedabad,Gujarat,5,757,3,3671.45,Electronics,Earbuds,Boat
CUST1435,Vijay,Male,Bengaluru,Karnataka,12,867,21,8219.16,Accessories,Cap,Boat
CUST1436,Radhika,Female,Pune,Maharashtra,17,326,25,4156.5,Accessories,Belt,RayBan
CUST1437,Vijay,Male,Pune,Maharashtra,13,335,10,3919.5,Clothing,Hoodie,Levis
CUST1438,Lakshmi,Female,Pune,Maharashtra,3,972,7,2711.88,Electronics,Bluetooth Speaker,Realme
CUST1439,Ravi,Male,Ahmedabad,Gujarat,9,991,11,7937.91,Footwear,Sandals,Adidas
CUST1440,Meera,Female,Bengaluru,Karnataka,17,554,7,8758.74,Electronics,Smartwatch,Boat
CUST1441,Lakshmi,Female,Ahmedabad,Gujarat,17,112,10,1713.6,Footwear,Loafers,Bata
CUST1442,Pooja,Female,Mumbai,Maharashtra,16,309,21,3905.76,Electronics,Bluetooth Speaker,Realme
CUST1443,Neha,Female,Mumbai,Maharashtra,13,840,19,8845.2,Accessories,Belt,Boat
CUST1444,Anita,Female,Hyderabad,Telangana,19,496,7,8764.32,Footwear,Sneakers,Puma
CUST1445,Sanjay,Male,Lucknow,Uttar Pradesh,17,199,28,2435.76,Footwear,Running Shoes,Adidas
CUST1446,Ravi,Male,Ahmedabad,Gujarat,4,130,7,483.6,Beauty,Hair Oil,Mamaearth
CUST1447,Pooja,Female,Pune,Maharashtra,12,997,25,8973,Electronics,Bluetooth Speaker,Noise
CUST1448,Pooja,Female,Chennai,Tamil Nadu,9,627,29,4006.53,Accessories,Sunglasses,Titan
CUST1449,Meera,Female,Jaipur,Rajasthan,19,748,16,11938.08,Electronics,Smartwatch,OnePlus
CUST1450,Rahul,Male,Bengaluru,Karnataka,12,428,19,4160.16,Electronics,Smartwatch,Noise
CUST1451,Manoj,Male,Kolkata,West Bengal,9,265,19,1931.85,Footwear,Sneakers,Adidas
CUST1452,Divya,Female,Delhi,Delhi,7,558,22,3046.68,Electronics,Smartwatch,Noise
CUST1453,Rahul,Male,Delhi,Delhi,14,921,15,10959.9,Footwear,Sneakers,Puma
CUST1454,Divya,Female,Lucknow,Uttar Pradesh,19,199,13,3289.47,Accessories,Cap,RayBan
CUST1455,Deepak,Male,Pune,Maharashtra,15,720,29,7668,Electronics,Power Bank,Noise
CUST1456,Rahul,Male,Mumbai,Maharashtra,16,954,10,13737.6,Accessories,Watch,Boat
CUST1457,Arun,Male,Mumbai,Maharashtra,5,272,6,1278.4,Footwear,Sandals,Bata
CUST1458,Meera,Female,Pune,Maharashtra,3,848,15,2162.4,Electronics,Smartwatch,Realme
CUST1459,Rahul,Male,Mumbai,Maharashtra,12,261,12,2756.16,Clothing,T-Shirt,H&M
CUST1460,Neha,Female,Hyderabad,Telangana,4,827,26,2447.92,Beauty,Shampoo,Mamaearth
CUST1461,Ravi,Male,Jaipur,Rajasthan,16,875,14,12040,Clothing,Kurti,Levis
CUST1462,Deepak,Male,Chennai,Tamil Nadu,7,362,23,1951.18,Beauty,Hair Oil,Lakme
CUST1463,Neha,Female,Bengaluru,Karnataka,13,903,15,9978.15,Accessories,Watch,Titan
CUST1464,Sanjay,Male,Kolkata,West Bengal,10,373,26,2760.2,Electronics,Smartwatch,OnePlus
CUST1465,Radhika,Female,Kolkata,West Bengal,7,102,20,571.2,Clothing,Shirt,Snitch
CUST1466,Rahul,Male,Jaipur,Rajasthan,14,127,22,1386.84,Electronics,Smartwatch,Realme
CUST1467,Sanjay,Male,Kolkata,West Bengal,5,425,23,1636.25,Electronics,Smartwatch,Noise
CUST1468,Deepak,Male,Jaipur,Rajasthan,3,248,8,684.48,Beauty,Hair Oil,Nivea
CUST1469,Manoj,Male,Ahmedabad,Gujarat,11,639,2,6888.42,Accessories,Belt,RayBan
CUST1470,Neha,Female,Bengaluru,Karnataka,11,587,18,5294.74,Clothing,T-Shirt,H&M
CUST1471,Rahul,Male,Jaipur,Rajasthan,18,921,19,13428.18,Beauty,Shampoo,Lakme
CUST1472,Vijay,Male,Bengaluru,Karnataka,15,537,4,7732.8,Footwear,Sandals,Puma
CUST1473,Rahul,Male,Kolkata,West Bengal,12,164,9,1790.88,Electronics,Bluetooth Speaker,Boat
CUST1474,Anita,Female,Ahmedabad,Gujarat,9,455,16,3439.8,Accessories,Cap,Fossil
CUST1475,Meera,Female,Mumbai,Maharashtra,10,632,14,5435.2,Beauty,Perfume,Loreal
CUST1476,Arun,Male,Hyderabad,Telangana,12,351,22,3285.36,Electronics,Earbuds,Boat
CUST1477,Arun,Male,Bengaluru,Karnataka,17,334,24,4315.28,Accessories,Belt,Boat
CUST1478,Rahul,Male,Ahmedabad,Gujarat,6,326,7,1819.08,Beauty,Shampoo,Nivea
CUST1479,Anita,Female,Ahmedabad,Gujarat,7,624,14,3756.48,Beauty,Shampoo,Nivea
CUST1480,Deepak,Male,Jaipur,Rajasthan,14,412,20,4614.4,Footwear,Loafers,Adidas
CUST1481,Divya,Female,Hyderabad,Telangana,13,148,29,1366.04,Clothing,Kurti,Snitch
CUST1482,Neha,Female,Pune,Maharashtra,8,217,13,1510.32,Electronics,Power Bank,OnePlus
CUST1483,Lakshmi,Female,Ahmedabad,Gujarat,10,153,19,1239.3,Accessories,Belt,RayBan
CUST1484,Meera,Female,Jaipur,Rajasthan,9,749,27,4920.93,Accessories,Cap,Fossil
CUST1485,Pooja,Female,Bengaluru,Karnataka,null,664,6,null,Clothing,Hoodie,Snitch
CUST1486,Manoj,Male,Pune,Maharashtra,2,143,20,228.8,Accessories,Belt,RayBan
CUST1487,Pooja,Female,Ahmedabad,Gujarat,5,914,22,3564.6,Electronics,Smartwatch,Boat
CUST1488,Lakshmi,Female,Delhi,Delhi,5,152,11,676.4,Electronics,Bluetooth Speaker,OnePlus
CUST1489,Lakshmi,Female,Lucknow,Uttar Pradesh,6,685,16,3452.4,Accessories,Sunglasses,RayBan
CUST1490,Sanjay,Male,Ahmedabad,Gujarat,19,657,16,10485.72,Electronics,Earbuds,OnePlus
CUST1491,Sanjay,Male,Pune,Maharashtra,8,624,9,4542.72,Accessories,Watch,Boat
CUST1492,Pooja,Female,Bengaluru,Karnataka,16,776,29,8815.36,Footwear,Loafers,Puma
CUST1493,Amit,Male,Pune,Maharashtra,13,201,28,1881.36,Beauty,Perfume,Mamaearth
CUST1494,Divya,Female,Ahmedabad,Gujarat,1,891,18,730.62,Beauty,Shampoo,Nivea
CUST1495,Ravi,Male,Lucknow,Uttar Pradesh,17,869,13,12852.51,Accessories,Belt,RayBan
CUST1496,Arun,Male,Jaipur,Rajasthan,7,948,10,5972.4,Clothing,Kurti,Zara
CUST1497,Anita,Female,Hyderabad,Telangana,13,967,1,12445.29,Electronics,Smartwatch,Noise
CUST1498,Naveen,Male,Jaipur,Rajasthan,4,497,17,1650.04,Clothing,Hoodie,Zara
CUST1499,Manoj,Male,Mumbai,Maharashtra,4,237,6,891.12,Beauty,Face Cream,Loreal
CUST1500,Arun,Male,Chennai,Tamil Nadu,6,774,11,4133.16,Electronics,Bluetooth Speaker,Boat
CUST1501,Divya,Female,Mumbai,Maharashtra,19,486,25,6925.5,Electronics,Smartwatch,Noise
CUST1502,Radhika,Female,Hyderabad,Telangana,12,210,1,2494.8,Footwear,Loafers,Puma
CUST1503,Kavya,Female,Jaipur,Rajasthan,7,713,26,3693.34,Footwear,Running Shoes,Puma
CUST1504,Karthik,Male,Bengaluru,Karnataka,10,116,19,939.6,Footwear,Loafers,Puma
CUST1505,Sanjay,Male,Hyderabad,Telangana,19,879,17,13861.83,Clothing,T-Shirt,Snitch
CUST1506,Sanjay,Male,Kolkata,West Bengal,7,281,5,1868.65,Electronics,Earbuds,Realme
CUST1507,Amit,Male,Hyderabad,Telangana,3,983,23,2270.73,Footwear,Sandals,Puma
CUST1508,Anita,Female,Delhi,Delhi,13,635,9,7512.05,Beauty,Face Cream,Lakme
CUST1509,Amit,Male,Kolkata,West Bengal,13,640,19,6739.2,Accessories,Sunglasses,Titan
CUST1510,Arun,Male,Hyderabad,Telangana,18,270,14,4179.6,Electronics,Smartwatch,Boat
CUST1511,Ravi,Male,Ahmedabad,Gujarat,8,508,4,3901.44,Clothing,Kurti,H&M
CUST1512,Deepak,Male,Delhi,Delhi,9,839,19,6116.31,Accessories,Sunglasses,Titan
CUST1513,Sangeeta,Female,Hyderabad,Telangana,7,477,2,3272.22,Footwear,Sandals,Nike
CUST1514,Arun,Male,Jaipur,Rajasthan,1,287,4,275.52,Electronics,Bluetooth Speaker,OnePlus
CUST1515,Priya,Female,Pune,Maharashtra,3,957,29,2038.41,Electronics,Bluetooth Speaker,Boat
CUST1516,Priya,Female,Lucknow,Uttar Pradesh,13,329,24,3250.52,Electronics,Bluetooth Speaker,Noise
CUST1517,Kavya,Female,Hyderabad,Telangana,17,932,7,14734.92,Accessories,Watch,Fossil
CUST1518,Naveen,Male,Chennai,Tamil Nadu,1,951,7,884.43,Beauty,Hair Oil,Lakme
CUST1519,Meera,Female,Jaipur,Rajasthan,6,218,7,1216.44,Clothing,Shirt,Snitch
CUST1520,Manoj,Male,Delhi,Delhi,6,255,11,1361.7,Footwear,Sandals,Adidas
CUST1521,Arun,Male,Lucknow,Uttar Pradesh,12,883,23,8158.92,Accessories,Sunglasses,Fossil
CUST1522,Meera,Female,Ahmedabad,Gujarat,13,786,22,7970.04,Clothing,Hoodie,Levis
CUST1523,Lakshmi,Female,Ahmedabad,Gujarat,13,564,7,6818.76,Footwear,Sneakers,Bata
CUST1524,Manoj,Male,Jaipur,Rajasthan,15,203,10,2740.5,Beauty,Hair Oil,Loreal
